latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-31.69741,145.9931,345.46,2.82,1.6,2022-04-03,0054,T,93,6.1NRT,301.78,211.78,D
-31.69633,145.95631,323.49,2.8,1.6,2022-04-03,0054,T,76,6.1NRT,300.32,68.82,D
-31.6985,145.98615,353.32,2.82,1.6,2022-04-03,0054,T,97,6.1NRT,302.65,290.1,D
-32.77566,147.13557,338.11,3.45,1.75,2022-04-03,0054,T,89,6.1NRT,300.34,207.89,D
-32.77795,147.1734,327.14,3.47,1.75,2022-04-03,0054,T,81,6.1NRT,299.98,119.28,D
-33.9327,147.7807,312.51,3.9,1.84,2022-04-03,0054,T,62,6.1NRT,294.48,48.11,D
-33.93712,147.77348,313.83,3.9,1.84,2022-04-03,0054,T,65,6.1NRT,293.62,55.8,D
-13.47566,-45.4887,302.77,1,1,2022-04-03,0130,T,51,6.1NRT,291.35,6,N
-12.52164,-45.63339,306.94,1,1,2022-04-03,0130,T,70,6.1NRT,290.82,7.82,N
-12.39306,-46.68921,322.04,1.03,1.01,2022-04-03,0130,T,100,6.1NRT,294.36,19.75,N
-12.39436,-46.69865,316.04,1.03,1.01,2022-04-03,0130,T,92,6.1NRT,294.91,13.82,N
-21.52562,-47.15752,304.97,1.32,1.14,2022-04-03,0128,T,62,6.1NRT,290.15,9.02,N
-21.46596,-48.49622,310.58,1.6,1.25,2022-04-03,0128,T,80,6.1NRT,290.14,19.55,N
-20.2394,-40.24332,318.17,1.32,1.14,2022-04-03,0128,T,95,6.1NRT,292.65,20.49,N
-18.58783,-42.3741,311.68,1.09,1.04,2022-04-03,0128,T,83,6.1NRT,289.51,12.92,N
30.31828,119.78517,304.06,1.92,1.35,2022-04-03,0215,T,58,6.1NRT,293.48,12.88,D
14.73691,120.86034,316.37,1.08,1.04,2022-04-03,0219,T,34,6.1NRT,303.02,9.66,D
7.38327,115.85267,319.06,1.75,1.3,2022-04-03,0221,T,71,6.1NRT,291.5,28.34,D
7.3869,115.84732,312.3,1.75,1.3,2022-04-03,0221,T,54,6.1NRT,291.4,16.57,D
-3.86808,122.40257,318.37,1.42,1.18,2022-04-03,0224,T,75,6.1NRT,296.27,17.49,D
-3.90333,122.42354,316.28,1.42,1.18,2022-04-03,0224,T,72,6.1NRT,292.61,14.12,D
50.0855,126.11323,339.91,1.5,1.21,2022-04-03,0209,T,92,6.1NRT,277.57,81.82,D
50.08358,126.13467,304.18,1.49,1.21,2022-04-03,0209,T,58,6.1NRT,273.68,13.69,D
50.07465,126.11116,306.23,1.5,1.21,2022-04-03,0209,T,63,6.1NRT,274.23,16.02,D
50.03798,126.39769,302.62,1.45,1.19,2022-04-03,0209,T,53,6.1NRT,269.82,14.77,D
49.95287,126.33206,312.44,1.46,1.19,2022-04-03,0209,T,18,6.1NRT,273.26,20.58,D
49.94218,126.32973,319.78,1.46,1.19,2022-04-03,0209,T,35,6.1NRT,274.22,29.72,D
49.94036,126.34995,325.72,1.46,1.19,2022-04-03,0209,T,62,6.1NRT,274.06,40.2,D
49.9315,126.32732,339.03,1.46,1.19,2022-04-03,0209,T,87,6.1NRT,276.5,70.4,D
49.92081,126.325,338.14,1.46,1.19,2022-04-03,0209,T,90,6.1NRT,276.34,68.64,D
49.92846,126.31984,327.64,1.46,1.19,2022-04-03,0209,T,65,6.1NRT,276.79,43.44,D
49.91777,126.31757,336.37,1.46,1.19,2022-04-03,0209,T,89,6.1NRT,276.69,64.3,D
49.85841,126.48897,300.09,1.43,1.18,2022-04-03,0209,T,20,6.1NRT,267.2,12.09,D
49.85726,126.26331,317.45,1.46,1.2,2022-04-03,0209,T,67,6.1NRT,276.17,27.38,D
49.74754,126.30905,300.85,1.45,1.19,2022-04-03,0209,T,42,6.1NRT,274.35,10.81,D
49.40321,124.65942,303.68,1.72,1.29,2022-04-03,0209,T,54,6.1NRT,280.1,14.06,D
49.40133,124.68296,305.82,1.72,1.29,2022-04-03,0209,T,59,6.1NRT,276.62,17.11,D
48.05907,131.34544,301.03,1,1,2022-04-03,0209,T,36,6.1NRT,282.86,6.15,D
48.03627,131.17978,308.64,1,1,2022-04-03,0209,T,67,6.1NRT,283.61,10.11,D
47.59232,133.88231,304.45,1.06,1.03,2022-04-03,0209,T,53,6.1NRT,280.62,9.38,D
47.99891,131.18208,312.29,1,1,2022-04-03,0209,T,72,6.1NRT,283.86,11.23,D
47.96131,131.31625,302.54,1,1,2022-04-03,0209,T,49,6.1NRT,282.46,5.98,D
47.94035,131.26842,302.34,1,1,2022-04-03,0209,T,52,6.1NRT,283.81,5.71,D
47.64452,132.51498,306.83,1.01,1,2022-04-03,0209,T,42,6.1NRT,282.48,7.92,D
47.6427,127.55202,325.5,1.21,1.1,2022-04-03,0209,T,84,6.1NRT,282.74,32.69,D
47.64094,127.56812,307.82,1.21,1.09,2022-04-03,0209,T,66,6.1NRT,281.61,12.43,D
47.63919,127.58412,304.04,1.21,1.09,2022-04-03,0209,T,42,6.1NRT,281.94,9.03,D
47.63745,127.60006,330.05,1.21,1.09,2022-04-03,0209,T,87,6.1NRT,283.21,39.8,D
47.57656,127.59527,311.68,1.21,1.09,2022-04-03,0209,T,72,6.1NRT,281.89,15.39,D
47.57033,127.56104,315.78,1.21,1.09,2022-04-03,0209,T,76,6.1NRT,282.33,19.84,D
47.10012,130.66498,304.39,1.01,1,2022-04-03,0209,T,59,6.1NRT,285.1,6.89,D
46.88832,131.43324,304.15,1,1,2022-04-03,0209,T,54,6.1NRT,287.85,6.16,D
46.87947,131.43053,302.64,1,1,2022-04-03,0209,T,37,6.1NRT,288.2,4.87,D
46.76954,131.79449,303.5,1,1,2022-04-03,0209,T,35,6.1NRT,287.93,4.87,D
46.76759,131.80737,303.85,1,1,2022-04-03,0209,T,36,6.1NRT,288.71,4.88,D
46.81418,131.24292,302.68,1,1,2022-04-03,0209,T,33,6.1NRT,289.76,3.33,D
46.75432,131.3994,303.54,1,1,2022-04-03,0209,T,56,6.1NRT,288.46,4.35,D
46.72403,131.28957,303.17,1,1,2022-04-03,0209,T,55,6.1NRT,289.53,3.51,D
47.09058,128.09676,300.95,1.14,1.07,2022-04-03,0209,T,43,6.1NRT,284.34,6.52,D
46.57271,131.86844,302.11,1,1,2022-04-03,0209,T,50,6.1NRT,288.22,4.2,D
46.56923,131.39735,305.46,1,1,2022-04-03,0209,T,52,6.1NRT,287.71,5.7,D
46.56734,131.41017,306.76,1,1,2022-04-03,0209,T,56,6.1NRT,288.12,6.56,D
46.55925,131.40099,301.81,1,1,2022-04-03,0209,T,46,6.1NRT,288.53,3.41,D
46.55736,131.41382,302.6,1,1,2022-04-03,0209,T,47,6.1NRT,289.71,3.82,D
46.4791,131.75163,302.45,1,1,2022-04-03,0209,T,52,6.1NRT,289.59,2.4,D
46.20558,133.07858,303.32,1.05,1.02,2022-04-03,0209,T,49,6.1NRT,282.06,8.32,D
46.32926,132.18372,306.84,1.01,1.01,2022-04-03,0209,T,26,6.1NRT,288.8,4.28,D
46.00715,133.91652,350.59,1.11,1.05,2022-04-03,0209,T,96,6.1NRT,284.84,74.3,D
46.00474,133.93048,324.64,1.11,1.05,2022-04-03,0209,T,83,6.1NRT,282.82,26.76,D
45.99794,133.9133,313.31,1.11,1.05,2022-04-03,0209,T,58,6.1NRT,281.93,13.77,D
46.04156,132.94125,300.11,1.05,1.02,2022-04-03,0209,T,25,6.1NRT,285.26,5.94,D
46.23415,130.7718,300.77,1,1,2022-04-03,0209,T,24,6.1NRT,287.69,3.17,D
46.23232,130.78456,302.13,1,1,2022-04-03,0209,T,44,6.1NRT,287.94,4.11,D
45.64818,134.25031,304.62,1.15,1.07,2022-04-03,0209,T,54,6.1NRT,284.36,8.62,D
45.64569,134.2643,319.41,1.15,1.07,2022-04-03,0209,T,79,6.1NRT,285.61,22.83,D
45.63626,134.26135,327.83,1.15,1.07,2022-04-03,0209,T,85,6.1NRT,285.73,32.2,D
46.2214,130.53554,302.35,1,1,2022-04-03,0209,T,49,6.1NRT,288.82,3.37,D
46.23079,130.20378,311.54,1.01,1.01,2022-04-03,0209,T,71,6.1NRT,287.47,10.43,D
45.76001,132.95419,300.25,1.05,1.02,2022-04-03,0209,T,14,6.1NRT,285.25,4.59,D
45.75785,132.96744,300.27,1.05,1.03,2022-04-03,0209,T,13,6.1NRT,285.82,4.73,D
45.53891,134.26004,306.1,1.15,1.07,2022-04-03,0209,T,60,6.1NRT,284.19,9.89,D
45.53637,134.27454,302.31,1.16,1.07,2022-04-03,0209,T,49,6.1NRT,283.9,7.22,D
45.52953,134.25671,349.98,1.15,1.07,2022-04-03,0209,T,96,6.1NRT,288.71,77.77,D
45.52699,134.27118,325,1.16,1.07,2022-04-03,0209,T,83,6.1NRT,286.54,29.08,D
46.63339,126.25776,302.03,1.33,1.14,2022-04-03,0209,T,46,6.1NRT,287.58,5.93,D
45.62513,133.53323,319.8,1.09,1.04,2022-04-03,0209,T,59,6.1NRT,285.65,18.9,D
45.96349,131.35559,301.16,1,1,2022-04-03,0209,T,41,6.1NRT,288.12,3.17,D
45.58067,133.73621,315.15,1.11,1.05,2022-04-03,0209,T,30,6.1NRT,284.51,15.23,D
45.60682,133.52696,324.83,1.09,1.04,2022-04-03,0209,T,59,6.1NRT,285.23,24.07,D
45.57145,133.73303,324.59,1.11,1.05,2022-04-03,0209,T,80,6.1NRT,285.96,26.15,D
46.0857,130.38351,305.22,1.01,1,2022-04-03,0209,T,52,6.1NRT,290.19,3.95,D
46.0026,130.51353,303.45,1,1,2022-04-03,0209,T,22,6.1NRT,289.7,3.85,D
45.99372,130.511,305.53,1,1,2022-04-03,0209,T,41,6.1NRT,290.09,4.77,D
45.70686,132.06322,301.69,1.02,1.01,2022-04-03,0209,T,42,6.1NRT,288.23,3.74,D
46.38157,126.62415,305.46,1.28,1.12,2022-04-03,0209,T,61,6.1NRT,286.3,9.75,D
45.81913,130.89014,308.73,1,1,2022-04-03,0209,T,67,6.1NRT,292.67,6.14,D
45.77599,131.05624,311.29,1,1,2022-04-03,0209,T,71,6.1NRT,290.2,7.65,D
45.85681,130.43283,308.93,1,1,2022-04-03,0209,T,68,6.1NRT,294.46,4.29,D
45.75687,130.99786,301.93,1,1,2022-04-03,0209,T,38,6.1NRT,288.35,2.68,D
46.47648,123.90454,301.72,1.73,1.29,2022-04-03,0209,T,29,6.1NRT,286.03,7.64,D
46.05187,126.57858,313.23,1.27,1.12,2022-04-03,0211,T,73,6.1NRT,288.39,15.09,D
46.05011,126.5949,306.69,1.27,1.12,2022-04-03,0211,T,64,6.1NRT,287.95,8.12,D
46.13191,125.3687,303.12,1.45,1.19,2022-04-03,0211,T,55,6.1NRT,285.07,9.92,D
45.3339,131.53131,300.34,1.01,1,2022-04-03,0211,T,35,6.1NRT,287,3.48,D
45.83847,127.4062,301.13,1.17,1.08,2022-04-03,0211,T,45,6.1NRT,287.25,3.72,D
45.97321,125.95515,302.2,1.35,1.15,2022-04-03,0211,T,51,6.1NRT,284.98,6.94,D
45.97148,125.97249,327.39,1.35,1.15,2022-04-03,0211,T,85,6.1NRT,286.14,39.97,D
45.78191,127.72659,303.11,1.14,1.06,2022-04-03,0211,T,55,6.1NRT,287.71,4.96,D
45.33639,131.08528,307.77,1,1,2022-04-03,0211,T,66,6.1NRT,291,5.62,D
45.86987,126.75793,309.91,1.24,1.11,2022-04-03,0211,T,65,6.1NRT,282.59,13.37,D
45.79668,126.87193,314.87,1.23,1.1,2022-04-03,0211,T,75,6.1NRT,289.03,14.89,D
45.77869,126.85187,308.39,1.23,1.1,2022-04-03,0211,T,50,6.1NRT,288.82,7.92,D
45.75894,126.84144,303.09,1.23,1.1,2022-04-03,0211,T,53,6.1NRT,289.09,5.36,D
44.38853,135.75356,304.29,1.39,1.17,2022-04-03,0211,T,59,6.1NRT,289.32,7.48,D
44.76714,133.57768,309.05,1.12,1.06,2022-04-03,0211,T,53,6.1NRT,287.39,11.24,D
44.76474,133.59152,307.44,1.12,1.06,2022-04-03,0211,T,62,6.1NRT,287.77,9.16,D
44.78648,133.08897,306.67,1.09,1.04,2022-04-03,0211,T,64,6.1NRT,287.81,8.08,D
45.66283,126.70106,309.8,1.24,1.11,2022-04-03,0211,T,69,6.1NRT,288.55,10.63,D
44.93182,132.02556,307.66,1.03,1.01,2022-04-03,0211,T,56,6.1NRT,291.77,5.12,D
44.92289,132.02278,315.76,1.03,1.01,2022-04-03,0211,T,76,6.1NRT,291.06,12.09,D
45.5747,126.85288,302.84,1.22,1.1,2022-04-03,0211,T,54,6.1NRT,287.47,5.21,D
45.66864,125.56451,300.25,1.4,1.17,2022-04-03,0211,T,21,6.1NRT,286.34,4.78,D
45.53198,126.87541,303.64,1.22,1.1,2022-04-03,0211,T,57,6.1NRT,286.78,5.88,D
44.68733,132.95177,309.21,1.08,1.04,2022-04-03,0211,T,68,6.1NRT,287.98,10.05,D
44.56657,133.59988,328.03,1.13,1.06,2022-04-03,0211,T,85,6.1NRT,287.07,32.7,D
44.55726,133.59679,310.93,1.13,1.06,2022-04-03,0211,T,71,6.1NRT,284.16,13.32,D
45.54149,126.50596,306.62,1.26,1.12,2022-04-03,0211,T,64,6.1NRT,288.62,7.5,D
45.53826,126.43937,312.28,1.27,1.12,2022-04-03,0211,T,72,6.1NRT,288.9,13.01,D
45.53658,126.45553,316.37,1.27,1.12,2022-04-03,0211,T,77,6.1NRT,288.44,17.81,D
45.5381,126.44922,326.28,1.27,1.12,2022-04-03,0211,T,84,6.1NRT,289.37,30.32,D
45.47345,126.76065,303.29,1.23,1.1,2022-04-03,0211,T,55,6.1NRT,286.89,5.46,D
44.83954,131.54758,309.04,1.01,1.01,2022-04-03,0211,T,45,6.1NRT,293.13,5.51,D
44.8376,131.56015,322.06,1.01,1.01,2022-04-03,0211,T,81,6.1NRT,294.91,17.32,D
44.83565,131.57275,316.98,1.01,1.01,2022-04-03,0211,T,77,6.1NRT,294.18,12.2,D
44.58601,132.82855,305.07,1.07,1.03,2022-04-03,0211,T,45,6.1NRT,289.66,4.98,D
44.68343,132.01015,307.4,1.03,1.01,2022-04-03,0211,T,65,6.1NRT,287.26,7.85,D
44.68141,132.02283,308.6,1.03,1.01,2022-04-03,0211,T,67,6.1NRT,287.13,8.64,D
44.54546,132.68483,314.34,1.07,1.03,2022-04-03,0211,T,75,6.1NRT,288.87,13.5,D
44.53639,132.68192,304.94,1.07,1.03,2022-04-03,0211,T,39,6.1NRT,288.71,5.67,D
44.37556,133.56677,303.06,1.13,1.06,2022-04-03,0211,T,50,6.1NRT,286.58,6.69,D
45.70765,122.51199,309.27,2.02,1.38,2022-04-03,0211,T,67,6.1NRT,294.56,12.62,D
45.70412,122.53055,310.23,2.01,1.38,2022-04-03,0211,T,68,6.1NRT,294.77,14.06,D
45.30598,126.71207,315.57,1.23,1.1,2022-04-03,0211,T,76,6.1NRT,287.28,17.59,D
45.4005,125.72591,307.54,1.36,1.16,2022-04-03,0211,T,62,6.1NRT,287.95,9.16,D
45.26656,126.70366,307.63,1.23,1.1,2022-04-03,0211,T,66,6.1NRT,286.74,9.72,D
45.22368,126.71998,316.39,1.23,1.1,2022-04-03,0211,T,77,6.1NRT,285.75,19.36,D
45.25023,126.38667,301.63,1.27,1.12,2022-04-03,0211,T,41,6.1NRT,287.16,4.42,D
45.18903,126.76002,300.9,1.22,1.1,2022-04-03,0211,T,25,6.1NRT,284.36,4.78,D
45.19283,126.63396,313.04,1.24,1.1,2022-04-03,0211,T,69,6.1NRT,288.24,13.5,D
45.21194,126.36227,304.26,1.27,1.12,2022-04-03,0211,T,55,6.1NRT,286.05,6.44,D
45.18806,126.58486,311.52,1.24,1.11,2022-04-03,0211,T,71,6.1NRT,289.11,11.82,D
44.48645,131.84415,339.29,1.03,1.01,2022-04-03,0211,T,91,6.1NRT,289.24,42.97,D
44.48444,131.85678,341.04,1.03,1.01,2022-04-03,0211,T,92,6.1NRT,288.36,46.17,D
44.47752,131.84142,301.95,1.03,1.01,2022-04-03,0211,T,50,6.1NRT,288.59,4.17,D
44.47551,131.85403,306.91,1.03,1.01,2022-04-03,0211,T,64,6.1NRT,287.5,7.41,D
44.38462,132.41591,310.65,1.05,1.02,2022-04-03,0211,T,70,6.1NRT,287.11,11.18,D
45.1416,126.73421,312.45,1.22,1.1,2022-04-03,0211,T,73,6.1NRT,287.45,13.59,D
45.13992,126.74963,328.28,1.22,1.1,2022-04-03,0211,T,86,6.1NRT,287.11,34.65,D
45.13973,126.7429,326.22,1.22,1.1,2022-04-03,0211,T,84,6.1NRT,288.14,31.46,D
44.38961,132.22139,317.7,1.04,1.02,2022-04-03,0211,T,56,6.1NRT,287.78,14.94,D
44.41948,131.9761,304.99,1.03,1.01,2022-04-03,0211,T,57,6.1NRT,290.75,5.88,D
44.38268,132.20576,337.88,1.04,1.02,2022-04-03,0211,T,91,6.1NRT,288.32,39.58,D
44.38062,132.21858,365.44,1.04,1.02,2022-04-03,0211,T,100,6.1NRT,289.93,106.26,D
44.37854,132.23141,315.87,1.04,1.02,2022-04-03,0211,T,36,6.1NRT,286.09,12.93,D
45.21579,125.85114,303.04,1.34,1.15,2022-04-03,0211,T,51,6.1NRT,287.05,6.46,D
45.21403,125.86806,303.19,1.33,1.14,2022-04-03,0211,T,39,6.1NRT,286.61,6.02,D
44.37369,132.20296,327.67,1.04,1.02,2022-04-03,0211,T,64,6.1NRT,288.32,24.71,D
44.37162,132.21577,327.94,1.04,1.02,2022-04-03,0211,T,73,6.1NRT,287.68,25.62,D
44.46906,131.54231,306.41,1.02,1.01,2022-04-03,0211,T,50,6.1NRT,292.41,4.54,D
44.46711,131.55486,305.09,1.02,1.01,2022-04-03,0211,T,52,6.1NRT,290.97,4.18,D
44.46516,131.56738,306.69,1.02,1.01,2022-04-03,0211,T,51,6.1NRT,290.97,5.34,D
44.30085,132.53276,300.89,1.06,1.03,2022-04-03,0211,T,41,6.1NRT,287.3,4.34,D
45.04773,126.84863,300.66,1.21,1.09,2022-04-03,0211,T,33,6.1NRT,285.66,4.46,D
44.35274,131.98215,316.05,1.03,1.02,2022-04-03,0211,T,76,6.1NRT,288.45,14.18,D
44.3507,131.99483,311.92,1.03,1.02,2022-04-03,0211,T,72,6.1NRT,288.31,10.53,D
44.34378,131.97942,344.51,1.03,1.02,2022-04-03,0211,T,94,6.1NRT,289.28,52.19,D
44.34174,131.9921,313.82,1.03,1.02,2022-04-03,0211,T,30,6.1NRT,288.61,10.99,D
44.3276,131.96867,310.6,1.03,1.02,2022-04-03,0211,T,70,6.1NRT,287.01,10.09,D
43.75358,135.20216,303.34,1.35,1.15,2022-04-03,0211,T,43,6.1NRT,287.02,7.96,D
43.75051,135.21834,311.23,1.36,1.15,2022-04-03,0211,T,54,6.1NRT,287.8,16.1,D
44.31575,131.92517,306.07,1.03,1.01,2022-04-03,0211,T,63,6.1NRT,286.66,6.7,D
44.104,133.20517,309.1,1.11,1.05,2022-04-03,0211,T,68,6.1NRT,287.69,9.91,D
44.30679,131.92244,305.78,1.03,1.01,2022-04-03,0211,T,62,6.1NRT,287.35,6.57,D
44.09476,133.20213,307.74,1.11,1.05,2022-04-03,0211,T,66,6.1NRT,287.65,8.67,D
44.09243,133.21568,300.93,1.12,1.05,2022-04-03,0211,T,20,6.1NRT,287.33,3.95,D
44.36914,131.46751,306.48,1.01,1.01,2022-04-03,0211,T,56,6.1NRT,293.34,4.09,D
44.3672,131.48,305.89,1.01,1.01,2022-04-03,0211,T,52,6.1NRT,291.57,4.04,D
44.16052,132.75783,309.39,1.08,1.04,2022-04-03,0211,T,69,6.1NRT,287.43,10.52,D
44.19436,131.86844,301.75,1.03,1.01,2022-04-03,0211,T,49,6.1NRT,285.01,5.19,D
43.89942,132.96938,309.01,1.1,1.05,2022-04-03,0211,T,68,6.1NRT,286.17,10.7,D
43.89716,132.98256,324.59,1.1,1.05,2022-04-03,0211,T,83,6.1NRT,286.38,27,D
44.0267,132.16457,305.22,1.05,1.02,2022-04-03,0211,T,61,6.1NRT,288.8,6.84,D
43.89273,132.97472,336.14,1.1,1.05,2022-04-03,0211,T,90,6.1NRT,286.93,44.72,D
43.8905,132.98785,304.94,1.1,1.05,2022-04-03,0211,T,59,6.1NRT,285.21,8.22,D
44.77509,126.27316,305.46,1.26,1.12,2022-04-03,0211,T,61,6.1NRT,278.93,9.6,D
43.93301,132.44661,314.66,1.07,1.03,2022-04-03,0211,T,75,6.1NRT,290.47,13.36,D
43.93085,132.45961,323.59,1.07,1.03,2022-04-03,0211,T,82,6.1NRT,291.31,22.44,D
43.8722,131.85172,310.65,1.04,1.02,2022-04-03,0211,T,70,6.1NRT,287.39,10.8,D
43.81539,131.68367,322.76,1.03,1.01,2022-04-03,0211,T,82,6.1NRT,292.54,19.63,D
43.39037,134.01682,341.56,1.22,1.1,2022-04-03,0211,T,92,6.1NRT,293.17,60.93,D
43.3877,134.03156,307.77,1.22,1.1,2022-04-03,0211,T,66,6.1NRT,290.29,9.4,D
44.55674,125.54052,303.68,1.36,1.15,2022-04-03,0211,T,57,6.1NRT,287.9,5.24,D
43.3461,133.8567,338.03,1.21,1.09,2022-04-03,0211,T,91,6.1NRT,291.53,52.53,D
43.34353,133.87103,360.52,1.21,1.09,2022-04-03,0211,T,100,6.1NRT,294.17,114.85,D
43.3339,133.8681,306.19,1.21,1.09,2022-04-03,0211,T,63,6.1NRT,289.88,8.16,D
43.63441,131.93971,309.07,1.04,1.02,2022-04-03,0211,T,68,6.1NRT,289.22,8.96,D
43.17174,133.7865,301.22,1.21,1.09,2022-04-03,0211,T,45,6.1NRT,289.83,4.78,D
43.26162,133.22028,310.22,1.14,1.07,2022-04-03,0211,T,70,6.1NRT,288.96,11.05,D
43.25924,133.23395,303.52,1.15,1.07,2022-04-03,0211,T,56,6.1NRT,289.6,5.67,D
