"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","2021-07-22",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","2021-07-23",,"61","56"
"USW00025333","SITKA AIRPORT, AK US","2021-07-24",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","2021-07-25",,"59","52"
"USW00025333","SITKA AIRPORT, AK US","2021-07-26",,"64","49"
"USW00025333","SITKA AIRPORT, AK US","2021-07-27",,"62","57"
"USW00025333","SITKA AIRPORT, AK US","2021-07-28",,"70","52"
"USW00025333","SITKA AIRPORT, AK US","2021-07-29",,"70","52"
"USW00025333","SITKA AIRPORT, AK US","2021-07-30",,"73","60"
"USW00025333","SITKA AIRPORT, AK US","2021-07-31",,"66","48"
"USW00025333","SITKA AIRPORT, AK US","2021-08-01",,"66","59"
"USW00025333","SITKA AIRPORT, AK US","2021-08-02",,"62","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-03",,"67","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-04",,"65","60"
"USW00025333","SITKA AIRPORT, AK US","2021-08-05",,"69","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-06",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-07",,"65","58"
"USW00025333","SITKA AIRPORT, AK US","2021-08-08",,"63","57"
"USW00025333","SITKA AIRPORT, AK US","2021-08-09",,"60","54"
"USW00025333","SITKA AIRPORT, AK US","2021-08-10",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-11",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-12",,"65","59"
"USW00025333","SITKA AIRPORT, AK US","2021-08-13",,"64","57"
"USW00025333","SITKA AIRPORT, AK US","2021-08-14",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","2021-08-15",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","2021-08-16",,"64","53"
"USW00025333","SITKA AIRPORT, AK US","2021-08-17",,"58","53"
"USW00025333","SITKA AIRPORT, AK US","2021-08-18",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","2021-08-19",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-20",,"61","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-21",,"63","52"
"USW00025333","SITKA AIRPORT, AK US","2021-08-22",,"68","49"
"USW00025333","SITKA AIRPORT, AK US","2021-08-23",,"61","50"
"USW00025333","SITKA AIRPORT, AK US","2021-08-24",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","2021-08-25",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-26",,"63","55"
"USW00025333","SITKA AIRPORT, AK US","2021-08-27",,"60","56"
"USW00025333","SITKA AIRPORT, AK US","2021-08-28",,"60","51"
"USW00025333","SITKA AIRPORT, AK US","2021-08-29",,"60","50"
"USW00025333","SITKA AIRPORT, AK US","2021-08-30",,"65","52"
"USW00025333","SITKA AIRPORT, AK US","2021-08-31",,"64","56"
"USW00025333","SITKA AIRPORT, AK US","2021-09-01",,"61","56"
"USW00025333","SITKA AIRPORT, AK US","2021-09-02",,"63","56"
"USW00025333","SITKA AIRPORT, AK US","2021-09-03",,"60","57"
"USW00025333","SITKA AIRPORT, AK US","2021-09-04",,"60","55"
"USW00025333","SITKA AIRPORT, AK US","2021-09-05",,"59","56"
"USW00025333","SITKA AIRPORT, AK US","2021-09-06",,"61","54"
"USW00025333","SITKA AIRPORT, AK US","2021-09-07",,"64","54"
"USW00025333","SITKA AIRPORT, AK US","2021-09-08",,"60","54"
"USW00025333","SITKA AIRPORT, AK US","2021-09-09",,"61","54"
"USW00025333","SITKA AIRPORT, AK US","2021-09-10",,"62","56"
"USW00025333","SITKA AIRPORT, AK US","2021-09-11",,"58","55"
"USW00025333","SITKA AIRPORT, AK US","2021-09-12",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","2021-09-13",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","2021-09-14",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","2021-09-15",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","2021-09-16",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","2021-09-17",,"56","48"
"USW00025333","SITKA AIRPORT, AK US","2021-09-18",,"55","49"
"USW00025333","SITKA AIRPORT, AK US","2021-09-19",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","2021-09-20",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","2021-09-21",,"57","47"
"USW00025333","SITKA AIRPORT, AK US","2021-09-22",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","2021-09-23",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","2021-09-24",,"57","47"
"USW00025333","SITKA AIRPORT, AK US","2021-09-25",,"53","45"
"USW00025333","SITKA AIRPORT, AK US","2021-09-26",,"58","43"
"USW00025333","SITKA AIRPORT, AK US","2021-09-27",,"51","46"
"USW00025333","SITKA AIRPORT, AK US","2021-09-28",,"55","44"
"USW00025333","SITKA AIRPORT, AK US","2021-09-29",,"55","49"
"USW00025333","SITKA AIRPORT, AK US","2021-09-30",,"53","47"
"USW00025333","SITKA AIRPORT, AK US","2021-10-01",,"53","47"
"USW00025333","SITKA AIRPORT, AK US","2021-10-02",,"52","40"
"USW00025333","SITKA AIRPORT, AK US","2021-10-03",,"48","37"
"USW00025333","SITKA AIRPORT, AK US","2021-10-04",,"51","35"
"USW00025333","SITKA AIRPORT, AK US","2021-10-05",,"52","34"
"USW00025333","SITKA AIRPORT, AK US","2021-10-06",,"51","35"
"USW00025333","SITKA AIRPORT, AK US","2021-10-07",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","2021-10-08",,"51","46"
"USW00025333","SITKA AIRPORT, AK US","2021-10-09",,"51","43"
"USW00025333","SITKA AIRPORT, AK US","2021-10-10",,"52","43"
"USW00025333","SITKA AIRPORT, AK US","2021-10-11",,"48","44"
"USW00025333","SITKA AIRPORT, AK US","2021-10-12",,"51","42"
"USW00025333","SITKA AIRPORT, AK US","2021-10-13",,"50","45"
"USW00025333","SITKA AIRPORT, AK US","2021-10-14",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","2021-10-15",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","2021-10-16",,"48","35"
"USW00025333","SITKA AIRPORT, AK US","2021-10-17",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","2021-10-18",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","2021-10-19",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","2021-10-20",,"56","46"
"USW00025333","SITKA AIRPORT, AK US","2021-10-21",,"56","44"
"USW00025333","SITKA AIRPORT, AK US","2021-10-22",,"55","46"
"USW00025333","SITKA AIRPORT, AK US","2021-10-23",,"51","42"
"USW00025333","SITKA AIRPORT, AK US","2021-10-24",,"51","38"
"USW00025333","SITKA AIRPORT, AK US","2021-10-25",,"49","36"
"USW00025333","SITKA AIRPORT, AK US","2021-10-26",,"52","43"
"USW00025333","SITKA AIRPORT, AK US","2021-10-27",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","2021-10-28",,"44","37"
"USW00025333","SITKA AIRPORT, AK US","2021-10-29",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","2021-10-30",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","2021-10-31",,"54","36"
"USW00025333","SITKA AIRPORT, AK US","2021-11-01",,"59","47"
"USW00025333","SITKA AIRPORT, AK US","2021-11-02",,"55","47"
"USW00025333","SITKA AIRPORT, AK US","2021-11-03",,"48","36"
"USW00025333","SITKA AIRPORT, AK US","2021-11-04",,"46","34"
"USW00025333","SITKA AIRPORT, AK US","2021-11-05",,"50","41"
"USW00025333","SITKA AIRPORT, AK US","2021-11-06",,"48","32"
"USW00025333","SITKA AIRPORT, AK US","2021-11-07",,"47","32"
"USW00025333","SITKA AIRPORT, AK US","2021-11-08",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","2021-11-09",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","2021-11-10",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","2021-11-11",,"47","36"
"USW00025333","SITKA AIRPORT, AK US","2021-11-12",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","2021-11-13",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","2021-11-14",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","2021-11-15",,"39","30"
"USW00025333","SITKA AIRPORT, AK US","2021-11-16",,"46","34"
"USW00025333","SITKA AIRPORT, AK US","2021-11-17",,"45","36"
"USW00025333","SITKA AIRPORT, AK US","2021-11-18",,"42","31"
"USW00025333","SITKA AIRPORT, AK US","2021-11-19",,"36","28"
"USW00025333","SITKA AIRPORT, AK US","2021-11-20",,"46","27"
"USW00025333","SITKA AIRPORT, AK US","2021-11-21",,"47","38"
"USW00025333","SITKA AIRPORT, AK US","2021-11-22",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","2021-11-23",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","2021-11-24",,"46","40"
"USW00025333","SITKA AIRPORT, AK US","2021-11-25",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","2021-11-26",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","2021-11-27",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","2021-11-28",,"37","31"
"USW00025333","SITKA AIRPORT, AK US","2021-11-29",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","2021-11-30",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","2021-12-01",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","2021-12-02",,"38","31"
"USW00025333","SITKA AIRPORT, AK US","2021-12-03",,"33","23"
"USW00025333","SITKA AIRPORT, AK US","2021-12-04",,"33","21"
"USW00025333","SITKA AIRPORT, AK US","2021-12-05",,"37","30"
"USW00025333","SITKA AIRPORT, AK US","2021-12-06",,"37","27"
"USW00025333","SITKA AIRPORT, AK US","2021-12-07",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","2021-12-08",,"40","35"
"USW00025333","SITKA AIRPORT, AK US","2021-12-09",,"40","35"
"USW00025333","SITKA AIRPORT, AK US","2021-12-10",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","2021-12-11",,"36","30"
"USW00025333","SITKA AIRPORT, AK US","2021-12-12",,"37","32"
"USW00025333","SITKA AIRPORT, AK US","2021-12-13",,"35","23"
"USW00025333","SITKA AIRPORT, AK US","2021-12-14",,"32","22"
"USW00025333","SITKA AIRPORT, AK US","2021-12-15",,"35","23"
"USW00025333","SITKA AIRPORT, AK US","2021-12-16",,"36","32"
"USW00025333","SITKA AIRPORT, AK US","2021-12-17",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","2021-12-18",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","2021-12-19",,"39","25"
"USW00025333","SITKA AIRPORT, AK US","2021-12-20",,"37","23"
"USW00025333","SITKA AIRPORT, AK US","2021-12-21",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","2021-12-22",,"38","22"
"USW00025333","SITKA AIRPORT, AK US","2021-12-23",,"32","26"
"USW00025333","SITKA AIRPORT, AK US","2021-12-24",,"30","22"
"USW00025333","SITKA AIRPORT, AK US","2021-12-25",,"26","16"
"USW00025333","SITKA AIRPORT, AK US","2021-12-26",,"31","17"
"USW00025333","SITKA AIRPORT, AK US","2021-12-27",,"35","29"
"USW00025333","SITKA AIRPORT, AK US","2021-12-28",,"35","27"
"USW00025333","SITKA AIRPORT, AK US","2021-12-29",,"41","31"
"USW00025333","SITKA AIRPORT, AK US","2021-12-30",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","2021-12-31",,"39","31"
