latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
28.90264,20.96123,308.43,1.63,1.26,2022-03-28,0009,A,74,6.1NRT,280.85,24.02,N
28.90434,20.95445,316.72,1.63,1.26,2022-03-28,0009,A,94,6.1NRT,281.14,35.96,N
28.91871,19.77938,308.84,1.96,1.37,2022-03-28,0009,A,76,6.1NRT,280.49,32.41,N
28.91432,19.77365,318.84,1.96,1.37,2022-03-28,0009,A,98,6.1NRT,281.67,55.01,N
28.91232,19.79345,301.25,1.95,1.36,2022-03-28,0009,A,39,6.1NRT,280.29,21.04,N
27.99142,22.3276,310.81,1.31,1.13,2022-03-28,0009,A,81,6.1NRT,280.63,21.47,N
14.39107,23.87821,304.8,1.03,1.01,2022-03-28,0013,A,62,6.1NRT,286.85,8.37,N
-34.19786,138.4816,331.87,3.9,1.84,2022-03-28,0132,T,82,6.1NRT,304.28,142.01,D
-34.20016,138.52347,321.66,3.92,1.84,2022-03-28,0132,T,68,6.1NRT,303.67,56.92,D
-34.20212,138.47411,325.59,3.9,1.84,2022-03-28,0132,T,75,6.1NRT,304.2,87.2,D
-34.20421,138.51628,325.51,3.92,1.84,2022-03-28,0132,T,75,6.1NRT,303.84,87.69,D
-16.81513,128.97134,325.38,1.13,1.06,2022-03-28,0126,T,63,6.1NRT,306.33,11.85,D
-16.89011,129.26711,326.87,1.1,1.04,2022-03-28,0126,T,53,6.1NRT,307.43,11.27,D
-16.89168,129.27731,331.95,1.1,1.04,2022-03-28,0126,T,73,6.1NRT,309.57,18.47,D
-16.89483,129.29776,330.42,1.09,1.04,2022-03-28,0126,T,59,6.1NRT,309.8,13.84,D
-16.89807,129.28062,331.33,1.09,1.04,2022-03-28,0126,T,77,6.1NRT,308.57,19.27,D
-16.89969,129.29086,330.19,1.09,1.04,2022-03-28,0126,T,76,6.1NRT,308.21,17.1,D
-18.42464,130.27431,345.02,1.01,1,2022-03-28,0126,T,89,6.1NRT,314.89,33.85,D
-18.42606,130.2838,351.47,1.01,1,2022-03-28,0126,T,94,6.1NRT,315.11,46.07,D
-18.43241,130.2666,339.94,1.01,1,2022-03-28,0126,T,85,6.1NRT,312.37,27.76,D
-18.43384,130.27609,328.81,1.01,1,2022-03-28,0126,T,67,6.1NRT,311.39,11,D
-18.44236,130.33292,330.51,1.01,1,2022-03-28,0126,T,38,6.1NRT,314.09,10.11,D
-18.45471,130.29214,355.04,1.01,1,2022-03-28,0126,T,97,6.1NRT,314.94,54.07,D
-18.45613,130.30162,348.88,1.01,1,2022-03-28,0126,T,92,6.1NRT,315.91,39.62,D
-18.46372,130.2907,362.68,1.01,1,2022-03-28,0126,T,100,6.1NRT,316.06,74.92,D
-18.46514,130.30017,351.47,1.01,1,2022-03-28,0126,T,94,6.1NRT,316.32,44.28,D
-18.46655,130.30965,336.53,1.01,1,2022-03-28,0126,T,67,6.1NRT,314.91,17.18,D
-18.47132,130.27977,341.49,1.01,1,2022-03-28,0126,T,86,6.1NRT,311.48,30.05,D
-18.47273,130.28925,361,1.01,1,2022-03-28,0126,T,100,6.1NRT,317.13,72,D
-18.47415,130.29872,361.11,1.01,1,2022-03-28,0126,T,100,6.1NRT,316.06,70.54,D
-18.47556,130.3082,332.96,1.01,1,2022-03-28,0126,T,50,6.1NRT,312.27,13.75,D
-18.40826,129.80019,330.92,1.03,1.01,2022-03-28,0126,T,68,6.1NRT,312.02,14.49,D
-18.48033,130.27832,325.04,1.01,1,2022-03-28,0126,T,51,6.1NRT,309.51,7.28,D
-18.48174,130.2878,366.84,1.01,1,2022-03-28,0126,T,100,6.1NRT,312.48,90.92,D
-18.48316,130.29729,367.44,1.01,1,2022-03-28,0126,T,100,6.1NRT,312.93,91.24,D
-18.41735,129.79869,347.02,1.03,1.01,2022-03-28,0126,T,91,6.1NRT,311.93,41.65,D
-18.43522,129.85516,328.99,1.03,1.01,2022-03-28,0126,T,56,6.1NRT,313.44,8.49,D
-18.44139,129.83438,341.49,1.03,1.01,2022-03-28,0126,T,87,6.1NRT,311.41,29.27,D
-18.44285,129.84402,343.7,1.03,1.01,2022-03-28,0126,T,89,6.1NRT,311.41,32.76,D
-18.4443,129.85367,333.85,1.03,1.01,2022-03-28,0126,T,71,6.1NRT,311.52,15.68,D
-18.46931,129.95793,335.13,1.02,1.01,2022-03-28,0126,T,72,6.1NRT,313.09,15.99,D
-18.47539,129.94119,337,1.02,1.01,2022-03-28,0126,T,72,6.1NRT,314.57,20.55,D
-18.47685,129.95079,337.76,1.02,1.01,2022-03-28,0126,T,83,6.1NRT,313.32,23.3,D
-18.46981,129.84357,325.87,1.03,1.01,2022-03-28,0126,T,60,6.1NRT,309.96,8.2,D
-18.47128,129.8532,344.77,1.02,1.01,2022-03-28,0126,T,90,6.1NRT,311.37,36.56,D
-18.47275,129.86282,337.35,1.02,1.01,2022-03-28,0126,T,80,6.1NRT,311.91,21.74,D
-18.48153,129.92052,328.46,1.02,1.01,2022-03-28,0126,T,66,6.1NRT,311.48,8.69,D
-18.48299,129.93011,329.91,1.02,1.01,2022-03-28,0126,T,71,6.1NRT,312.56,11.12,D
-18.48445,129.93971,335.66,1.02,1.01,2022-03-28,0126,T,80,6.1NRT,311.75,19.55,D
-18.48036,129.85172,334.77,1.02,1.01,2022-03-28,0126,T,77,6.1NRT,311.49,18.14,D
-18.48182,129.86133,339.51,1.02,1.01,2022-03-28,0126,T,85,6.1NRT,311.44,23.77,D
-18.48329,129.87096,335.01,1.02,1.01,2022-03-28,0126,T,79,6.1NRT,312.06,17.21,D
-18.48475,129.88058,336.49,1.02,1.01,2022-03-28,0126,T,81,6.1NRT,312.43,19.59,D
-18.48914,129.90942,409.22,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,319.51,302.99,D
-18.4906,129.91904,390.4,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,316.6,186.86,D
-18.49206,129.92863,331.1,1.02,1.01,2022-03-28,0126,T,28,6.1NRT,311.02,11.81,D
-18.48797,129.84059,354.57,1.03,1.01,2022-03-28,0126,T,96,6.1NRT,313.14,58.81,D
-18.48944,129.85022,370.24,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,315.62,103.9,D
-18.4909,129.85985,357.67,1.02,1.01,2022-03-28,0126,T,98,6.1NRT,313.2,62.71,D
-18.49236,129.86948,352.51,1.02,1.01,2022-03-28,0126,T,95,6.1NRT,312.62,52.55,D
-18.49675,129.89833,412.74,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,316.71,330.56,D
-18.49821,129.90794,427.83,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,321.61,461.24,D
-18.49967,129.91754,333,1.02,1.01,2022-03-28,0126,T,49,6.1NRT,311.02,15.13,D
-18.49706,129.8391,387.1,1.03,1.01,2022-03-28,0126,T,100,6.1NRT,310.41,176.75,D
-18.49852,129.84872,409.57,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,318.2,311.84,D
-18.49998,129.85835,363.88,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,312.53,83.93,D
-18.50144,129.86798,330.09,1.02,1.01,2022-03-28,0126,T,58,6.1NRT,308.26,13.52,D
-18.50582,129.89684,327.82,1.02,1.01,2022-03-28,0126,T,44,6.1NRT,307.56,9.96,D
-18.50728,129.90645,325.26,1.02,1.01,2022-03-28,0126,T,44,6.1NRT,309.83,7.44,D
-18.50614,129.8376,391.39,1.03,1.01,2022-03-28,0126,T,100,6.1NRT,310.11,198.98,D
-18.5076,129.84723,442.68,1.02,1.01,2022-03-28,0126,T,100,6.1NRT,322.86,629.07,D
-18.50906,129.85687,330.23,1.02,1.01,2022-03-28,0126,T,68,6.1NRT,308.66,13.74,D
-19.33378,130.6958,331.78,1,1,2022-03-28,0126,T,72,6.1NRT,316.9,11.71,D
-19.98813,127.47304,335.13,1.23,1.1,2022-03-28,0126,T,81,6.1NRT,306.51,27.39,D
-19.99611,127.45962,347.02,1.23,1.1,2022-03-28,0126,T,92,6.1NRT,304.31,55.67,D
-19.998,127.47125,338.52,1.23,1.1,2022-03-28,0126,T,85,6.1NRT,301.7,34.15,D
-20.00599,127.45782,392.73,1.23,1.1,2022-03-28,0126,T,100,6.1NRT,306.38,266.96,D
-20.00787,127.46947,349.28,1.23,1.1,2022-03-28,0126,T,93,6.1NRT,300.59,60.73,D
-20.01586,127.45604,356.56,1.23,1.1,2022-03-28,0126,T,98,6.1NRT,303.11,84.45,D
-20.01774,127.46768,328.86,1.23,1.1,2022-03-28,0126,T,41,6.1NRT,298.46,15.89,D
-20.01551,127.44958,339.94,1.23,1.1,2022-03-28,0126,T,86,6.1NRT,301.62,38.47,D
-20.01745,127.46121,343.87,1.23,1.1,2022-03-28,0126,T,89,6.1NRT,302.48,47.25,D
-23.24921,131.20857,333.47,1.05,1.02,2022-03-28,0128,T,78,6.1NRT,314.75,16.38,D
-23.25538,131.20151,337.15,1.05,1.02,2022-03-28,0128,T,83,6.1NRT,313.13,23.99,D
-23.25677,131.21173,338.55,1.05,1.02,2022-03-28,0128,T,84,6.1NRT,313.7,26.37,D
-23.44675,131.5896,332.7,1.08,1.04,2022-03-28,0128,T,70,6.1NRT,314.28,17.97,D
-23.44817,131.60017,348.27,1.09,1.04,2022-03-28,0128,T,93,6.1NRT,311.79,48.16,D
-23.44474,131.50388,344.29,1.08,1.04,2022-03-28,0128,T,90,6.1NRT,312.95,38.3,D
-23.44758,131.52489,331.1,1.08,1.04,2022-03-28,0128,T,64,6.1NRT,313.37,12.84,D
-23.45611,131.58818,351.25,1.08,1.04,2022-03-28,0128,T,95,6.1NRT,310.93,53.65,D
-23.45753,131.59875,337.35,1.09,1.04,2022-03-28,0128,T,84,6.1NRT,309.9,25.58,D
-23.49376,131.46898,330.33,1.07,1.03,2022-03-28,0128,T,71,6.1NRT,313.67,12.83,D
-24.19259,129.63194,338.96,1,1,2022-03-28,0128,T,85,6.1NRT,311.01,24.67,D
-24.19402,129.64174,334.31,1,1,2022-03-28,0128,T,80,6.1NRT,311.71,17.58,D
-24.28425,129.82112,331.28,1,1,2022-03-28,0128,T,72,6.1NRT,312.38,12.14,D
-24.30368,129.82794,341.39,1,1,2022-03-28,0128,T,82,6.1NRT,312.53,25.69,D
32.94838,3.23203,311.84,1.01,1,2022-03-28,0147,A,83,6.1NRT,274.13,14.37,N
31.66795,6.06358,311.22,1.29,1.13,2022-03-28,0149,A,82,6.1NRT,287.68,19.4,N
29.26856,6.49953,328.5,1.51,1.21,2022-03-28,0149,A,100,6.1NRT,288.95,53.72,N
51.37018,6.71028,303.45,1.05,1.02,2022-03-28,0141,A,55,6.1NRT,281.22,10.55,N
51.17555,3.81036,312.45,1.28,1.12,2022-03-28,0143,A,85,6.1NRT,280.82,22.99,N
48.28035,14.33787,308.95,1.54,1.22,2022-03-28,0143,A,76,6.1NRT,279.81,25.16,N
48.2787,14.33206,302.3,1.54,1.22,2022-03-28,0143,A,48,6.1NRT,278.72,16.25,N
49.51144,5.95588,304.71,1.05,1.03,2022-03-28,0143,A,61,6.1NRT,275.78,11.81,N
49.50961,5.97019,313.14,1.05,1.03,2022-03-28,0143,A,86,6.1NRT,275.32,18.09,N
45.89578,8.32563,300.93,1.03,1.02,2022-03-28,0143,A,35,6.1NRT,278.29,9.18,N
45.14392,9.94246,300.07,1.17,1.08,2022-03-28,0143,A,15,6.1NRT,275.21,10.69,N
14.29563,-11.53884,304.66,3.82,1.83,2022-03-28,0154,A,61,6.1NRT,294.3,27.22,N
11.71892,2.34656,320.87,1.65,1.26,2022-03-28,0154,A,100,6.1NRT,297.79,34.31,N
7.577,-7.95184,305.11,1.6,1.24,2022-03-28,0154,A,63,6.1NRT,289.42,12.32,N
7.57497,-7.93717,301.2,1.59,1.24,2022-03-28,0154,A,39,6.1NRT,289.49,7.69,N
-39.49963,175.43069,307.83,1.17,1.08,2022-03-28,0234,A,66,6.1NRT,291.33,9.22,D
-39.0935,174.60565,307.81,1.11,1.05,2022-03-28,0234,A,66,6.1NRT,295.27,7.56,D
-46.24372,169.62045,310.9,1.31,1.13,2022-03-28,0234,A,67,6.1NRT,297.95,9.02,D
-44.48037,171.08354,307.6,1.1,1.05,2022-03-28,0234,A,56,6.1NRT,294.04,6.72,D
-44.05347,171.72395,310.9,1.05,1.02,2022-03-28,0234,A,68,6.1NRT,296.51,8.14,D
-44.06571,171.24403,332.62,1.08,1.04,2022-03-28,0234,A,87,6.1NRT,295.74,34.69,D
2.78967,114.14494,304.19,1.34,1.15,2022-03-28,0300,T,22,6.1NRT,285.05,5.75,D
2.72077,114.61034,304.89,1.44,1.19,2022-03-28,0300,T,48,6.1NRT,287.07,6.16,D
2.70423,114.50454,304.22,1.42,1.18,2022-03-28,0300,T,37,6.1NRT,282.73,6.18,D
2.66894,114.55804,304.21,1.43,1.18,2022-03-28,0300,T,25,6.1NRT,279.82,6.83,D
2.66678,114.3539,303.42,1.39,1.17,2022-03-28,0300,T,21,6.1NRT,279.98,6.14,D
2.55783,114.1843,309.77,1.35,1.15,2022-03-28,0300,T,56,6.1NRT,288.57,9.59,D
2.56197,114.08751,307.11,1.33,1.14,2022-03-28,0300,T,44,6.1NRT,286.69,6.17,D
2.76959,112.40949,317.33,1.08,1.04,2022-03-28,0300,T,59,6.1NRT,301.72,9.67,D
2.33634,113.75267,310.53,1.28,1.12,2022-03-28,0300,T,46,6.1NRT,293.96,8.01,D
2.14996,114.04592,307.19,1.34,1.15,2022-03-28,0300,T,50,6.1NRT,292.17,6.58,D
2.24309,111.97766,319.15,1.05,1.02,2022-03-28,0300,T,47,6.1NRT,300.26,9.43,D
3.35961,103.37035,314.32,2.7,1.57,2022-03-28,0300,T,64,6.1NRT,292.92,32.8,D
1.46329,109.13018,326.48,1.05,1.02,2022-03-28,0300,T,41,6.1NRT,295.95,14.39,D
1.45414,109.12889,331.15,1.05,1.02,2022-03-28,0300,T,59,6.1NRT,297.86,20.76,D
-0.18214,109.30005,319.14,1.02,1.01,2022-03-28,0300,T,33,6.1NRT,297.98,7.2,D
-0.22859,109.30272,315.53,1.02,1.01,2022-03-28,0300,T,33,6.1NRT,297.08,5.79,D
-7.22198,110.4266,314.67,1.09,1.04,2022-03-28,0302,T,70,6.1NRT,292.99,8.92,D
-7.56351,112.60669,305.78,1.47,1.2,2022-03-28,0302,T,24,6.1NRT,277.02,7.47,D
-7.4561,110.95536,314.46,1.16,1.07,2022-03-28,0302,T,69,6.1NRT,293.94,6.21,D
-7.54709,110.43805,312.67,1.1,1.05,2022-03-28,0302,T,64,6.1NRT,292.51,10.63,D
-7.54843,110.44742,313.35,1.1,1.05,2022-03-28,0302,T,65,6.1NRT,291.14,11.24,D
39.22039,117.46568,308.45,1.07,1.03,2022-03-28,0249,T,0,6.1NRT,291.44,6.32,D
39.16672,117.53582,312.7,1.06,1.03,2022-03-28,0249,T,0,6.1NRT,295.72,9.52,D
38.96512,117.03259,319.66,1.1,1.04,2022-03-28,0249,T,76,6.1NRT,296.04,15.17,D
38.88845,117.40957,312.82,1.07,1.03,2022-03-28,0249,T,66,6.1NRT,293.96,7.48,D
38.87612,117.43199,318.47,1.07,1.03,2022-03-28,0249,T,75,6.1NRT,293.87,13.44,D
38.87455,117.44414,309.39,1.06,1.03,2022-03-28,0249,T,54,6.1NRT,292.88,6.21,D
39.07171,115.37578,317.76,1.28,1.12,2022-03-28,0249,T,75,6.1NRT,293.65,16.79,D
39.28462,112.52496,312.61,1.86,1.33,2022-03-28,0249,T,57,6.1NRT,295.56,13.81,D
38.67995,117.10909,309.33,1.08,1.04,2022-03-28,0249,T,59,6.1NRT,294.36,4.61,D
38.71115,116.22475,314.46,1.17,1.08,2022-03-28,0249,T,69,6.1NRT,292.17,10.98,D
38.63825,116.83265,307.64,1.11,1.05,2022-03-28,0249,T,52,6.1NRT,293.7,4.4,D
38.60733,117.08189,310.25,1.09,1.04,2022-03-28,0249,T,61,6.1NRT,294.97,5.06,D
38.70873,116.21846,307.58,1.17,1.08,2022-03-28,0249,T,51,6.1NRT,291.9,4.92,D
38.70712,116.23176,309.93,1.17,1.07,2022-03-28,0249,T,60,6.1NRT,291.97,6.98,D
38.62734,116.32484,307.32,1.15,1.07,2022-03-28,0249,T,49,6.1NRT,292.16,4.91,D
38.59911,116.36631,308.21,1.15,1.07,2022-03-28,0249,T,54,6.1NRT,293.31,5.35,D
38.44746,115.50715,307.46,1.24,1.11,2022-03-28,0249,T,49,6.1NRT,287.91,6.11,D
38.43754,115.50539,309.63,1.24,1.11,2022-03-28,0249,T,62,6.1NRT,288.03,8.37,D
37.42841,121.99541,303.67,1.16,1.07,2022-03-28,0249,T,31,6.1NRT,290.57,3.89,D
38.04,116.78653,310.01,1.1,1.04,2022-03-28,0249,T,63,6.1NRT,292.35,7.2,D
37.87357,117.43898,307.33,1.05,1.02,2022-03-28,0249,T,57,6.1NRT,291.75,4.92,D
37.95426,115.90543,307.44,1.18,1.08,2022-03-28,0249,T,57,6.1NRT,292.26,5.05,D
37.86239,116.66322,311.47,1.1,1.05,2022-03-28,0249,T,67,6.1NRT,291.92,8.46,D
37.86084,116.67563,319.92,1.1,1.05,2022-03-28,0249,T,78,6.1NRT,291.37,16.85,D
37.47232,118.41965,305.04,1.01,1,2022-03-28,0249,T,55,6.1NRT,291.89,3.64,D
37.47073,118.43085,316.02,1.01,1,2022-03-28,0249,T,75,6.1NRT,292.33,11.46,D
37.44036,118.32016,304.52,1.01,1,2022-03-28,0249,T,54,6.1NRT,290.82,3.39,D
37.03521,120.75158,306.63,1.06,1.03,2022-03-28,0249,T,56,6.1NRT,291.97,4.53,D
36.9423,120.91237,308.56,1.08,1.04,2022-03-28,0249,T,63,6.1NRT,294.79,5.24,D
37.2972,118.09135,311.64,1.01,1.01,2022-03-28,0249,T,70,6.1NRT,292.73,7.88,D
37.29564,118.10262,313.33,1.01,1.01,2022-03-28,0249,T,72,6.1NRT,292.28,9.36,D
36.77515,121.35435,304.9,1.12,1.05,2022-03-28,0249,T,33,6.1NRT,291.15,4.17,D
36.66778,121.06121,309.3,1.1,1.04,2022-03-28,0249,T,41,6.1NRT,290.79,5.52,D
36.7275,119.7084,305.72,1.02,1.01,2022-03-28,0249,T,37,6.1NRT,292.27,3.46,D
36.64503,119.76375,307.14,1.02,1.01,2022-03-28,0249,T,56,6.1NRT,293.77,5.2,D
36.46407,119.91312,307.12,1.03,1.01,2022-03-28,0249,T,44,6.1NRT,290.64,4.6,D
36.45509,119.911,306.9,1.03,1.01,2022-03-28,0249,T,39,6.1NRT,290.69,4.37,D
35.99945,120.15926,306.87,1.05,1.02,2022-03-28,0249,T,44,6.1NRT,291.18,4.26,D
34.08214,120.15968,304.59,1.09,1.04,2022-03-28,0251,T,47,6.1NRT,290.65,6.61,D
34.40237,117.96105,306.39,1,1,2022-03-28,0251,T,63,6.1NRT,291.91,4.76,D
34.42402,117.22602,304.4,1.01,1.01,2022-03-28,0251,T,59,6.1NRT,291.14,4.49,D
33.35189,119.28205,300.19,1.04,1.02,2022-03-28,0251,T,31,6.1NRT,287.28,3.78,D
33.61121,116.57928,304.55,1.03,1.02,2022-03-28,0251,T,28,6.1NRT,292.46,5.17,D
32.76023,119.89928,300.94,1.1,1.05,2022-03-28,0251,T,43,6.1NRT,290.75,4.39,D
32.71436,119.45323,303.34,1.07,1.03,2022-03-28,0251,T,56,6.1NRT,290.97,5.16,D
32.63712,119.9308,300.83,1.11,1.05,2022-03-28,0251,T,42,6.1NRT,288.42,4.9,D
32.62455,119.77273,302.81,1.09,1.04,2022-03-28,0251,T,29,6.1NRT,291.22,4.73,D
32.69164,119.2414,302.99,1.05,1.02,2022-03-28,0251,T,45,6.1NRT,291.87,4.75,D
32.49865,120.20918,300.1,1.14,1.06,2022-03-28,0251,T,16,6.1NRT,288.56,3.86,D
32.53787,119.85382,304.55,1.1,1.05,2022-03-28,0251,T,41,6.1NRT,292.07,5.61,D
32.46894,120.15305,307.8,1.13,1.06,2022-03-28,0251,T,66,6.1NRT,291.23,7.61,D
32.46696,120.16489,304.37,1.13,1.06,2022-03-28,0251,T,26,6.1NRT,291.05,5.31,D
32.39118,120.61258,304.14,1.19,1.08,2022-03-28,0251,T,44,6.1NRT,291.02,5.39,D
32.67038,118.79098,300.45,1.03,1.01,2022-03-28,0251,T,12,6.1NRT,287.67,3.77,D
32.66869,118.80176,301.79,1.03,1.01,2022-03-28,0251,T,49,6.1NRT,289.09,4.21,D
32.75325,117.31187,304.31,1,1,2022-03-28,0251,T,59,6.1NRT,292.17,4.58,D
32.34958,119.93083,304.29,1.12,1.05,2022-03-28,0251,T,42,6.1NRT,292.12,4.82,D
32.34833,119.48624,302.34,1.08,1.04,2022-03-28,0251,T,38,6.1NRT,290.29,3.76,D
32.27985,119.90899,306.37,1.12,1.05,2022-03-28,0251,T,63,6.1NRT,286.73,7.23,D
32.18867,120.10728,304.94,1.14,1.06,2022-03-28,0251,T,45,6.1NRT,287.24,5.53,D
32.28218,119.42513,305.49,1.07,1.03,2022-03-28,0251,T,25,6.1NRT,289.17,4.09,D
32.3502,118.4111,304.8,1.02,1.01,2022-03-28,0251,T,29,6.1NRT,289.38,4.19,D
31.8952,121.03403,305.07,1.27,1.12,2022-03-28,0251,T,58,6.1NRT,291.63,6.09,D
31.85339,121.03769,302.78,1.27,1.12,2022-03-28,0251,T,33,6.1NRT,289.94,5.3,D
31.85108,121.05082,302.5,1.27,1.12,2022-03-28,0251,T,28,6.1NRT,290.06,5.2,D
32.1993,118.90482,301.56,1.04,1.02,2022-03-28,0251,T,35,6.1NRT,288.88,3.82,D
31.92995,120.53833,303.48,1.2,1.09,2022-03-28,0251,T,41,6.1NRT,287.41,5.04,D
31.95467,120.19553,306.51,1.16,1.07,2022-03-28,0251,T,0,6.1NRT,291.01,6.11,D
31.99984,119.86292,304.52,1.12,1.05,2022-03-28,0251,T,30,6.1NRT,289.47,4.64,D
31.87515,120.60962,307.32,1.21,1.09,2022-03-28,0251,T,58,6.1NRT,292.19,6.89,D
31.96083,119.80602,304.09,1.11,1.05,2022-03-28,0251,T,34,6.1NRT,290.4,4.61,D
31.68845,121.09589,304.66,1.29,1.13,2022-03-28,0251,T,49,6.1NRT,290.44,6.82,D
31.62495,121.22008,306.06,1.31,1.13,2022-03-28,0251,T,0,6.1NRT,291.21,6.78,D
31.71143,120.67005,304.91,1.22,1.1,2022-03-28,0251,T,40,6.1NRT,292.2,6.37,D
31.75059,120.24884,304.05,1.17,1.08,2022-03-28,0251,T,51,6.1NRT,290.72,5.09,D
31.74857,120.26093,305.8,1.17,1.08,2022-03-28,0251,T,61,6.1NRT,290.59,6.7,D
31.5869,120.96889,303.25,1.27,1.12,2022-03-28,0251,T,31,6.1NRT,289.17,6.28,D
31.91833,118.92664,303.31,1.05,1.02,2022-03-28,0251,T,40,6.1NRT,289.32,3.04,D
32.16542,117.23467,303.76,1,1,2022-03-28,0251,T,22,6.1NRT,289.13,3.59,D
31.63225,120.47588,303.24,1.2,1.09,2022-03-28,0251,T,20,6.1NRT,288.02,4.68,D
31.82146,119.01266,303.48,1.05,1.02,2022-03-28,0251,T,41,6.1NRT,290.66,4.49,D
31.81971,119.0236,303.25,1.05,1.03,2022-03-28,0251,T,48,6.1NRT,287.6,4.35,D
31.81062,119.02163,302.26,1.05,1.03,2022-03-28,0251,T,19,6.1NRT,288.67,3.45,D
31.73331,119.44129,301.69,1.09,1.04,2022-03-28,0251,T,42,6.1NRT,288.13,3.67,D
31.5392,120.0513,303.8,1.15,1.07,2022-03-28,0251,T,56,6.1NRT,288.31,4.6,D
31.59087,118.77582,303.1,1.04,1.02,2022-03-28,0251,T,52,6.1NRT,289.96,4.52,D
31.56941,117.89504,303.15,1.01,1,2022-03-28,0251,T,43,6.1NRT,291.16,3.72,D
31.33894,118.49398,304,1.03,1.01,2022-03-28,0251,T,33,6.1NRT,288.9,3.78,D
31.52127,117.16238,303.25,1,1,2022-03-28,0251,T,40,6.1NRT,289.31,3.24,D
31.221,118.95319,302.64,1.06,1.03,2022-03-28,0251,T,43,6.1NRT,290.09,4.13,D
31.31634,117.98209,303.54,1.01,1.01,2022-03-28,0251,T,29,6.1NRT,288.47,3.86,D
31.3074,117.98028,304.05,1.01,1.01,2022-03-28,0251,T,32,6.1NRT,288.16,3.88,D
31.24758,118.18931,310.33,1.02,1.01,2022-03-28,0251,T,63,6.1NRT,292.88,7.67,D
31.6936,114.22721,304.46,1.2,1.09,2022-03-28,0251,T,53,6.1NRT,292.09,4.22,D
